event number,district,time received,shift,time dispatched,time arrived,callcode,call code description,call type,priority,unit id,is primary,address,city,latitude,longitude,geo count,geo error
16-000002,E,1/1/16 0:00,1,1/1/16 0:02,1/1/16 0:15,C31.00,BURG ALARM COMMERCIAL PROP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,4,E501,TRUE,301 16TH ST;  ,JERSEY CITY,40.73345947,-74.04602814,1,S5HPNTSCZA
16-020881,E,1/28/16 14:31,2,1/28/16 14:32,1/28/16 14:32,J18.00,MAIL PICK UP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,E202,TRUE,1 JOURNAL SQ;  ,JERSEY CITY,40.73155975,-74.06394959,1,S5HPNTSCZA
16-020883,W,1/28/16 14:36,2,1/28/16 14:38,1/28/16 15:53,D11.00,MOTOR VEHICLE ACCIDENT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,W503,TRUE,DUNCAN AVE & US HWY 1&9;  ,JERSEY CITY,0,0,0,NOT FOUND
16-020885,S,1/28/16 14:38,2,1/28/16 14:44,1/1/01 0:00,H32.00,CHECK WELFARE OF; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,2,S503,TRUE,283 GRANT AVE; (2 FL),JERSEY CITY,40.71356583,-74.08820343,1,S5HPNTSCZA
16-020886,S,1/28/16 14:40,2,1/28/16 14:42,1/28/16 15:33,H28.00,MEET OTHER AGENCY; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,5,S303,TRUE,462 OCEAN AVE; (2 FL),JERSEY CITY,40.70213699,-74.08177185,1,S5HPNTSCZA
16-020893,W,1/28/16 14:46,2,1/28/16 14:47,1/28/16 15:44,B23.00,OTHER INTER/CONFLICT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,5,W103,TRUE,10 DELAWARE AVE;  ,JERSEY CITY,40.72142029,-74.08180237,1,S5HPNTSCZA
16-020894,N,1/28/16 14:48,2,1/28/16 14:49,1/28/16 15:24,D11.00,MOTOR VEHICLE ACCIDENT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,3,N503,TRUE,567 PAVONIA AVE;  ,JERSEY CITY,40.73202133,-74.0589447,1,S5HPNTSCZA
16-020905,S,1/28/16 14:59,2,1/28/16 15:03,1/28/16 15:30,F16.20,SUSPICIOUS PERSON/CONDITION; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,911,2,S103,TRUE,221 MARTIN LUTHER KING DR; (1 FL),JERSEY CITY,40.70701981,-74.08364868,1,S5HP-TSC-A
16-020907,N,1/28/16 15:02,3,1/28/16 15:04,1/28/16 15:15,B11.00,TERRORISTIC THREATS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,2,N303,TRUE,186 SOUTH ST; 5  ,JERSEY CITY,40.75053787,-74.05047607,1,S5HPNTSCZA
16-020910,S,1/28/16 15:04,3,1/28/16 15:06,1/28/16 15:56,C14.00,DAMAGE MOTOR VEHICLE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,6,S503,TRUE,148 OLD BERGEN RD;  ,JERSEY CITY,40.69452286,-74.09473419,1,S5HPNTSCZA
16-020911,N,1/28/16 15:05,3,1/28/16 15:06,1/1/01 0:00,G13.00,USE/SALE OF DRUGS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,6,NPC,TRUE,35 WESTERN AVE;  ,JERSEY CITY,40.74793625,-74.06053162,1,S5HPNTSCZA
16-020914,E,1/28/16 15:09,3,1/28/16 15:10,1/28/16 15:10,J18.00,MAIL PICK UP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,E103,TRUE,75 BISHOP ST;  ,JERSEY CITY,40.71806717,-74.06575012,1,S5HPNTSCZA
16-020918,E,1/28/16 15:11,3,1/28/16 15:15,1/28/16 15:12,J18.00,MAIL PICK UP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,E503,TRUE,1 JOURNAL SQ;  ,JERSEY CITY,40.73155975,-74.06394959,1,S5HPNTSCZA
16-020919,N,1/28/16 15:13,3,1/28/16 15:14,1/28/16 15:13,J29.00,OFF ON INVESTIGATION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,NDET,TRUE,288 WEBSTER AVE;  ,JERSEY CITY,40.74824524,-74.04359436,1,S5HPNTSCZA
16-020923,S,1/28/16 15:18,3,1/28/16 15:19,1/28/16 15:19,J18.00,MAIL PICK UP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,SP20,TRUE,191 BERGEN AVE;  ,JERSEY CITY,40.70915985,-74.08473969,1,S5HPNTSCZA
16-020924,N,1/28/16 15:19,3,1/28/16 15:21,1/28/16 15:28,H14.00,FIRE / EXPLOSION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,2,N303,FALSE,3468 KENNEDY BLVD;  ,JERSEY CITY,40.75054169,-74.05425262,1,S5HPNTSC-A
16-020924,N,1/28/16 15:19,3,1/28/16 15:21,1/28/16 15:28,H14.00,FIRE / EXPLOSION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,2,N103,TRUE,3468 KENNEDY BLVD;  ,JERSEY CITY,40.75054169,-74.05425262,1,S5HPNTSC-A
16-020929,N,1/28/16 15:31,3,1/28/16 15:32,1/28/16 15:32,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,3,NP9,TRUE,SUMIT (SUMMIT AVE) & NEWARK AVE;  ,JERSEY CITY,40.73485947,-74.05922699,1,SX
16-020930,N,1/28/16 15:34,3,1/28/16 15:36,1/28/16 15:35,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,3,NPC,FALSE,615 PAVONIA AVE;  ,JERSEY CITY,40.73273087,-74.06118011,1,S5HPNTSCZA
16-020930,N,1/28/16 15:34,3,1/28/16 15:36,1/28/16 15:35,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,3,NP9,TRUE,615 PAVONIA AVE;  ,JERSEY CITY,40.73273087,-74.06118011,1,S5HPNTSCZA
16-020936,N,1/28/16 15:39,3,1/28/16 15:41,1/1/01 0:00,E21.00,OTHER PUBLIC NUISANCE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,7,N303,TRUE,29 RESERVOIR AVE;  ,JERSEY CITY,40.73859024,-74.04927063,1,S5HPNTSCZA
16-020940,S,1/28/16 15:42,3,1/28/16 15:43,1/28/16 15:54,G12.00,PROSTITUTION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,7,S303,TRUE,CATOR AVE & OCEAN AVE;  ,JERSEY CITY,40.69607162,-74.08982849,1,SX
16-020941,N,1/28/16 15:43,3,1/28/16 15:45,1/28/16 15:59,B11.00,TERRORISTIC THREATS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,2,N503,TRUE,2843 KENNEDY BLVD;  ,JERSEY CITY,40.73179626,-74.06568146,1,S5HPNTSC-A
16-020943,S,1/28/16 15:47,3,1/28/16 15:49,1/28/16 15:53,E21.00,OTHER PUBLIC NUISANCE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,7,S103,TRUE,150 STEGMAN ST;  ,JERSEY CITY,40.70435333,-74.08337402,1,S5HPNTSCZA
16-020951,N,1/28/16 15:53,3,1/28/16 15:55,1/28/16 16:40,D11.00,MOTOR VEHICLE ACCIDENT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,N403,TRUE,262 TERRACE AVE;  ,JERSEY CITY,40.7551918,-74.0542984,1,S5HPNTSCZA
16-020954,N,1/28/16 15:55,3,1/28/16 15:58,1/28/16 16:33,D24.00,OTHER PARKING VIOLATION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,7,N603,TRUE,3208 J F KENNEDY (KENNEDY BLVD);  ,JERSEY CITY,40.74234009,-74.05986023,1,S5HPNTSC-A
16-020956,S,1/28/16 15:58,3,1/28/16 15:59,1/28/16 15:58,E11.00,DISORDERLY CONDUCT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,7,S303,TRUE,WEGMAN PKW (WEGMAN PKWY) & OCEAN AVE;  ,JERSEY CITY,40.70344925,-74.08058929,1,SX
16-020962,N,1/28/16 16:00,3,1/28/16 16:01,1/28/16 16:16,A11.20,ASSAULT WEAPON; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,PH,2,CE3E,FALSE,2859 JFK (KENNEDY BLVD);  ,JERSEY CITY,40.73173523,-74.06516266,1,S5HPNTSC-A
16-020962,N,1/28/16 16:00,3,1/28/16 16:01,1/28/16 16:16,A11.20,ASSAULT WEAPON; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,PH,2,NDET,FALSE,2859 JFK (KENNEDY BLVD);  ,JERSEY CITY,40.73173523,-74.06516266,1,S5HPNTSC-A
16-020962,N,1/28/16 16:00,3,1/28/16 16:01,1/28/16 16:16,A11.20,ASSAULT WEAPON; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,PH,2,N503,TRUE,2859 JFK (KENNEDY BLVD);  ,JERSEY CITY,40.73173523,-74.06516266,1,S5HPNTSC-A
16-020964,E,1/28/16 16:00,3,1/28/16 16:01,1/28/16 16:01,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,3,EOFFDUT,FALSE,581 JERSEY AVE;  ,JERSEY CITY,40.72359848,-74.0458374,1,S5HPNTSCZA
16-020964,E,1/28/16 16:00,3,1/28/16 16:01,1/28/16 16:01,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,3,ESGT,FALSE,581 JERSEY AVE;  ,JERSEY CITY,40.72359848,-74.0458374,1,S5HPNTSCZA
16-020964,E,1/28/16 16:00,3,1/28/16 16:01,1/28/16 16:01,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,3,E303,FALSE,581 JERSEY AVE;  ,JERSEY CITY,40.72359848,-74.0458374,1,S5HPNTSCZA
16-020964,E,1/28/16 16:00,3,1/28/16 16:01,1/28/16 16:01,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,3,E503,FALSE,581 JERSEY AVE;  ,JERSEY CITY,40.72359848,-74.0458374,1,S5HPNTSCZA
16-020964,E,1/28/16 16:00,3,1/28/16 16:01,1/28/16 16:01,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,3,E203,TRUE,581 JERSEY AVE;  ,JERSEY CITY,40.72359848,-74.0458374,1,S5HPNTSCZA
16-020965,S,1/28/16 16:01,3,1/28/16 16:04,1/1/01 0:00,A19.00,ROB COMERCIAL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,3,S203,TRUE,1616 KENNEDY BLVD;  ,JERSEY CITY,40.69661713,-74.0978241,1,S5HPNTSC-A
16-020966,N,1/28/16 16:08,3,1/28/16 16:08,1/28/16 16:08,G13.00,USE/SALE OF DRUGS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,6,N203,FALSE,CHESTNUT AVE & NEWARK AVE;  ,JERSEY CITY,40.73033905,-74.05557251,1,SX
16-020966,N,1/28/16 16:08,3,1/28/16 16:08,1/28/16 16:08,G13.00,USE/SALE OF DRUGS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,6,NPC,TRUE,CHESTNUT AVE & NEWARK AVE;  ,JERSEY CITY,40.73033905,-74.05557251,1,SX
16-020970,E,1/28/16 16:13,3,1/28/16 16:16,1/28/16 17:20,C12.00,DAMAGE RESIDENTIAL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,6,E603,TRUE,321.331 WOODWARD ST;  ,JERSEY CITY,40.71720123,-74.05870819,1,S4-PNTSCZA
16-020973,N,1/28/16 16:16,3,1/28/16 16:17,1/28/16 16:16,J32.00,PSN - PROJECT SAFE NEIGHBORHOODS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,N103,TRUE,3530 KENNEDY BLVD;  ,JERSEY CITY,40.75237274,-74.05258179,1,S5HPNTSC-A
16-020974,E,1/28/16 16:16,3,1/28/16 16:20,1/28/16 16:42,H32.00,CHECK WELFARE OF; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,2,E403,TRUE,283 GRAND ST; (2 FL),JERSEY CITY,40.71619415,-74.04638672,1,S5HPNTSCZA
16-020977,E,1/28/16 16:20,3,1/28/16 16:22,1/28/16 16:31,A17.00,HOLD-UP ALARM; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,2,E303,FALSE,376 SUMMIT AVE;  ,JERSEY CITY,40.72834015,-74.06278992,1,S5HPNTSCZA
16-020977,E,1/28/16 16:20,3,1/28/16 16:22,1/28/16 16:31,A17.00,HOLD-UP ALARM; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,2,E103,TRUE,376 SUMMIT AVE;  ,JERSEY CITY,40.72834015,-74.06278992,1,S5HPNTSCZA
16-020979,S,1/28/16 16:24,3,1/28/16 16:25,1/28/16 16:25,J17.00,DISTRICT MISSION / ASSIGNMENT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,S103,TRUE,191 BERGEN AVE;  ,JERSEY CITY,40.70915985,-74.08473969,1,S5HPNTSCZA
16-020980,E,1/28/16 16:25,3,1/28/16 16:27,1/28/16 16:51,C25.00,SHOPLIFTING; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,4,E103,TRUE,400 MARIN BLVD;  ,JERSEY CITY,40.72330475,-74.0406189,1,S5HPNTSCZA
16-020981,W,1/28/16 16:26,3,1/28/16 16:28,1/28/16 18:11,D11.00,MOTOR VEHICLE ACCIDENT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,3,W503,FALSE,ATLANTIC ST & SACKETT ST;  ,JERSEY CITY,40.71567154,-74.07723999,1,SX
16-020981,W,1/28/16 16:26,3,1/28/16 16:28,1/28/16 18:11,D11.00,MOTOR VEHICLE ACCIDENT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,3,W203,TRUE,ATLANTIC ST & SACKETT ST;  ,JERSEY CITY,40.71567154,-74.07723999,1,SX
16-020982,N,1/28/16 16:28,3,1/28/16 16:32,1/28/16 16:37,C14.00,DAMAGE MOTOR VEHICLE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,6,N303,TRUE,PALISADE AVE & WAVERLY ST;  ,JERSEY CITY,40.73672104,-74.0489502,1,SX
16-020984,S,1/28/16 16:30,3,1/28/16 16:31,1/28/16 16:31,J32.00,PSN - PROJECT SAFE NEIGHBORHOODS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,S803,TRUE,111 WILKINSON AVE;  ,JERSEY CITY,40.70604324,-74.08020782,1,S5HPNTSCZA
16-020992,S,1/28/16 16:47,3,1/28/16 16:48,1/28/16 16:48,J32.00,PSN - PROJECT SAFE NEIGHBORHOODS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,SMLK2B,TRUE,163 MLK (MARTIN LUTHER KING DR);  ,JERSEY CITY,40.70546722,-74.08557129,1,S5HP-TSC-A
16-020996,S,1/28/16 16:48,3,1/28/16 16:49,1/28/16 16:49,J32.00,PSN - PROJECT SAFE NEIGHBORHOODS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,S803,TRUE,135 STEGMAN ST;  ,JERSEY CITY,40.70394897,-74.08303833,1,S5HPNTSCZA
16-020997,W,1/28/16 16:49,3,1/28/16 16:51,1/1/01 0:00,B21.00,MERCHANT/CUSTOMER DISPUTE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,5,W403,TRUE,406 SIP AVE;  ,JERSEY CITY,40.73409271,-74.07929993,1,S5HPNTSCZA
16-021000,S,1/28/16 16:52,3,1/28/16 16:55,1/1/01 0:00,H35.20,OTHER ASSISTANCE; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,PH,3,S403,TRUE,OLD BERG (OLD BERGEN RD) & SEAVIEW AVE;  ,JERSEY CITY,40.69258881,-74.09644318,1,SX
16-021002,N,1/28/16 16:53,3,1/28/16 16:54,1/28/16 17:06,D11.00,MOTOR VEHICLE ACCIDENT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,3,N103,TRUE,ST PAULS (ST PAULS AVE) & KENNEDY BLVD;  ,JERSEY CITY,40.73754883,-74.06269836,1,SX
16-021004,W,1/28/16 16:56,3,1/28/16 17:00,1/28/16 17:54,H13.00,AMBULANCE REQUEST FOR; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,3,W503,TRUE,166 HARRISON AVE; 7 (% FL),JERSEY CITY,40.71953964,-74.07589722,1,S5HPNTSCZA
16-021006,S,1/28/16 16:59,3,1/28/16 17:00,1/28/16 16:59,T10.00,TRAFFIC STOP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,MVS,9,S803,TRUE,203 ARMSTRONG AVE;  ,JERSEY CITY,40.70355606,-74.08850098,1,S5HPNTSCZA
16-021011,E,1/28/16 17:04,3,1/28/16 17:04,1/28/16 17:04,J26.00,OTHER ADMIN POLICE ACTIVITY; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,E503,TRUE,207 7TH ST;  ,JERSEY CITY,40.72590637,-74.04273987,1,S5HPNTSCZA
16-021013,E,1/28/16 17:05,3,1/28/16 17:07,1/1/01 0:00,E11.00,DISORDERLY CONDUCT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,7,E303,TRUE,107 WAYNE ST;  ,JERSEY CITY,40.7200737,-74.04763794,1,S5HPNTSCZA
16-021022,S,1/28/16 17:09,3,1/28/16 17:11,1/28/16 17:16,C31.00,BURG ALARM COMMERCIAL PROP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,4,SMLK1,TRUE,344 MARTIN LUTHER KING DR;  ,JERSEY CITY,40.71055222,-74.07932281,1,S5HP-TSC-A
16-021022,S,1/28/16 17:09,3,1/28/16 17:11,1/28/16 17:16,C31.00,BURG ALARM COMMERCIAL PROP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,4,S603,FALSE,344 MARTIN LUTHER KING DR;  ,JERSEY CITY,40.71055222,-74.07932281,1,S5HP-TSC-A
16-021024,N,1/28/16 17:10,3,1/28/16 17:11,1/28/16 17:11,J12.00,COURT OFF AT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,N503,TRUE,282 CENTRAL AVE;  ,JERSEY CITY,40.74448395,-74.05031586,1,S5HPNTSCZA
16-021028,S,1/28/16 17:18,3,1/28/16 17:20,1/28/16 17:18,T10.00,TRAFFIC STOP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,S803,TRUE,OCEAN AVE & DWIGHT ST;  ,JERSEY CITY,40.70223999,-74.08177948,2,SX
16-021030,S,1/28/16 17:19,3,1/28/16 17:20,1/28/16 17:20,T10.00,TRAFFIC STOP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,MVS,9,S203,TRUE,FULTON AVE & OCEAN AVE;  ,JERSEY CITY,40.70164871,-74.08235168,1,SX
16-021035,E,1/28/16 17:23,3,1/28/16 17:24,1/28/16 17:38,E21.00,OTHER PUBLIC NUISANCE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,7,E403,TRUE,30 MALL DR W;  ,JERSEY CITY,40.72694778,-74.0386734,1,S5HPNTSCZA
16-021036,W,1/28/16 17:23,3,1/28/16 17:25,1/28/16 17:37,A19.00,ROB COMERCIAL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,5,W503,TRUE,740 BERGEN AVE;  ,JERSEY CITY,40.72496414,-74.0684967,1,S5HPNTSCZA
16-021038,W,1/28/16 17:26,3,1/28/16 17:28,1/1/01 0:00,B14.00,HARASSMENT(VERBAL ABUSE); TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,7,W503,TRUE,711 BERGEN AVE;  ,JERSEY CITY,40.72426605,-74.06995392,1,S5HPNTSCZA
16-021042,N,1/28/16 17:32,3,1/28/16 17:34,1/28/16 17:51,D11.00,MOTOR VEHICLE ACCIDENT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,3,N103,TRUE,KENNEDY BLVD & STATE HWY;  ,JERSEY CITY,0,0,0,NOT FOUND
16-021043,N,1/28/16 17:33,3,1/28/16 17:36,1/28/16 17:39,C31.00,BURG ALARM COMMERCIAL PROP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,4,N303,FALSE,110 CAMBRIDGE AVE;  ,JERSEY CITY,40.74689865,-74.04738617,1,S5HPNTSCZA
16-021043,N,1/28/16 17:33,3,1/28/16 17:36,1/28/16 17:39,C31.00,BURG ALARM COMMERCIAL PROP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,4,N103,TRUE,110 CAMBRIDGE AVE;  ,JERSEY CITY,40.74689865,-74.04738617,1,S5HPNTSCZA
16-021046,S,1/28/16 17:36,3,1/28/16 17:37,1/28/16 17:36,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,3,S203,FALSE,NEPTUNE AVE & ROMAR AVE;  ,JERSEY CITY,40.69812012,-74.09993744,1,SX
16-021046,S,1/28/16 17:36,3,1/28/16 17:37,1/28/16 17:36,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,3,S603,FALSE,NEPTUNE AVE & ROMAR AVE;  ,JERSEY CITY,40.69812012,-74.09993744,1,SX
16-021046,S,1/28/16 17:36,3,1/28/16 17:37,1/28/16 17:36,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,3,S403,TRUE,NEPTUNE AVE & ROMAR AVE;  ,JERSEY CITY,40.69812012,-74.09993744,1,SX
16-021047,E,1/28/16 17:38,3,1/28/16 17:40,1/28/16 17:56,D11.00,MOTOR VEHICLE ACCIDENT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,E103,TRUE,GROVE ST & CHRISTOPHER COLUMBUS DR;  ,JERSEY CITY,40.71952057,-74.04299927,1,SX
16-021049,N,1/28/16 17:40,3,1/28/16 17:41,1/28/16 17:40,J26.00,OTHER ADMIN POLICE ACTIVITY; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,N303,TRUE,282 CENTRAL AVE;  ,JERSEY CITY,40.74448395,-74.05031586,1,S5HPNTSCZA
16-021051,S,1/28/16 17:41,3,1/28/16 17:42,1/28/16 17:42,J32.00,PSN - PROJECT SAFE NEIGHBORHOODS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,SMLK2B,TRUE,69 MLK (MARTIN LUTHER KING DR);  ,JERSEY CITY,40.70254898,-74.08890533,1,S5HP-TSC-A
16-021055,N,1/28/16 17:45,3,1/28/16 17:48,1/28/16 18:03,B23.00,OTHER INTER/CONFLICT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,5,N603,TRUE,572 LIBERTY AVE; (1 FL),JERSEY CITY,40.75631714,-74.05252838,1,S5HPNTSCZA
16-021060,S,1/28/16 17:48,3,1/28/16 17:53,1/28/16 18:10,B23.20,OTHER INTER/CONFLICT; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,911,2,S503,TRUE,187 FULTON AVE; (2 FL),JERSEY CITY,40.70420837,-74.08633423,1,S5HPNTSCZA
16-021061,S,1/28/16 17:50,3,1/28/16 17:51,1/28/16 17:50,J32.00,PSN - PROJECT SAFE NEIGHBORHOODS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,SMLK1,TRUE,211 MLK (MARTIN LUTHER KING DR);  ,JERSEY CITY,40.70679474,-74.08393097,1,S5HP-TSC-A
16-021063,E,1/28/16 17:51,3,1/28/16 17:52,1/28/16 17:52,H25.00,TRANSPORTATION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,7,E303,TRUE,207 7TH ST;  ,JERSEY CITY,40.72590637,-74.04273987,1,S5HPNTSCZA
16-021064,S,1/28/16 17:52,3,1/28/16 17:55,1/28/16 18:24,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,3,S303,TRUE,379 OCEAN AVE;  ,JERSEY CITY,40.69970322,-74.08461761,1,S5HPNTSCZA
16-021066,S,1/28/16 17:55,3,1/28/16 17:56,1/28/16 17:55,J32.00,PSN - PROJECT SAFE NEIGHBORHOODS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,S803,TRUE,205 GARFIELD AVE;  ,JERSEY CITY,40.69148254,-74.09259033,1,S5HPNTSCZA
16-021069,W,1/28/16 17:58,3,1/28/16 18:02,1/28/16 19:08,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,W503,TRUE,206 DUNCAN AVE; (1 FL),JERSEY CITY,40.72753906,-74.0783844,1,S5HPNTSCZA
16-021070,S,1/28/16 17:59,3,1/28/16 18:00,1/28/16 17:59,J14.00,MEAL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,S103,TRUE,191 BERGEN AVE;  ,JERSEY CITY,40.70915985,-74.08473969,1,S5HPNTSCZA
16-021073,N,1/28/16 18:01,3,1/28/16 18:02,1/28/16 18:30,D11.00,MOTOR VEHICLE ACCIDENT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,3,N403,TRUE,TONNELE CIR (TONNELE CIRCLE) & TONNELE AVE;  ,JERSEY CITY,0,0,0,NOT FOUND
16-021074,N,1/28/16 18:01,3,1/28/16 18:02,1/28/16 18:01,J17.00,DISTRICT MISSION / ASSIGNMENT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,N503,TRUE,282 CENTRAL AVE;  ,JERSEY CITY,40.74448395,-74.05031586,1,S5HPNTSCZA
16-021075,S,1/28/16 18:01,3,1/28/16 18:02,1/28/16 18:02,T10.00,TRAFFIC STOP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,MVS,9,S803,TRUE,450 OCEAN AVE;  ,JERSEY CITY,40.70166016,-74.08222961,1,S5HPNTSCZA
16-021078,E,1/28/16 18:02,3,1/28/16 18:03,1/28/16 18:03,J14.00,MEAL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,E503,TRUE,207 7TH ST;  ,JERSEY CITY,40.72590637,-74.04273987,1,S5HPNTSCZA
